STATE,YEAR,DISTRICT,MUD
"HIMACHAL PRADESH",2007,SIRMAUR,16
KARNATAKA,2007,"DHARWAD COMMR.",16
"MADHYA PRADESH",2007,BURHANPUR,16
MANIPUR,2007,CHANDEL,16
MEGHALAYA,2007,"KHASI HILLS WEST",16
ODISHA,2007,BERHAMPUR,16
RAJASTHAN,2007,"JODHPUR CITY",16
"TAMIL NADU",2007,"SALEM URBAN",16
"TAMIL NADU",2007,"THIRUNELVELI URBAN",16
BIHAR,2008,"MUZAFFARPUR RLY.",16
"HIMACHAL PRADESH",2008,SOLAN,16
"JAMMU & KASHMIR",2008,REASI,16
MANIPUR,2008,BISHNUPUR,16
MEGHALAYA,2008,"GARO HILLS WEST",16
ODISHA,2008,DEOGARH,16
PUNJAB,2008,"LUDHIANA RURAL",16
RAJASTHAN,2008,CHURU,16
BIHAR,2009,SHEIKHPURA,16
GUJARAT,2009,W.RLY,16
MAHARASHTRA,2009,"AMRAVATI COMMR.",16
MANIPUR,2009,BISHNUPUR,16
MEGHALAYA,2009,RI-BHOI,16
ODISHA,2009,BOUDH,16
RAJASTHAN,2009,TONK,16
"TAMIL NADU",2009,"TRICHY URBAN",16
"UTTAR PRADESH",2009,MAHOBA,16
GUJARAT,2010,GANDHINAGAR,16
KARNATAKA,2010,K.G.F.,16
KERALA,2010,"KOZHIKODE RURAL",16
"MADHYA PRADESH",2010,BURHANPUR,16
ODISHA,2010,KHURDA,16
PUNJAB,2010,"FATEHGARH SAHIB",16
ASSAM,2011,N.C.HILLS,16
BIHAR,2011,"PATNA RLY.",16
CHHATTISGARH,2011,KABIRDHAM,16
GUJARAT,2011,PATAN,16
PUNJAB,2011,LUDHIANA,16
RAJASTHAN,2011,"JAIPUR SOUTH",16
"UTTAR PRADESH",2011,BALRAMPUR,16
KARNATAKA,2012,K.G.F.,16
KERALA,2012,MALAPPURAM,16
MANIPUR,2012,THOUBAL,16
MEGHALAYA,2012,"KHASI HILLS WEST",16
ODISHA,2012,JHARSUGUDA,16
"TAMIL NADU",2012,"SALEM URBAN",16
"UTTAR PRADESH",2012,"SANT KABIRNAGAR",16
"WEST BENGAL",2012,"HOWRAH G.R.P.",16
MEGHALAYA,2008,RI-BHOI,15
NAGALAND,2008,MOKOKCHUNG,15
RAJASTHAN,2008,"JAIPUR EAST",15
RAJASTHAN,2008,TONK,15
"UTTAR PRADESH",2008,BALRAMPUR,15
CHHATTISGARH,2009,DHAMTARI,15
CHHATTISGARH,2009,MAHASAMUND,15
GUJARAT,2009,TAPI,15
"JAMMU & KASHMIR",2009,REASI,15
KERALA,2009,PATHANAMTHITTA,15
MANIPUR,2009,CHURACHANDPUR,15
MANIPUR,2009,THOUBAL,15
NAGALAND,2009,DIMAPUR,15
RAJASTHAN,2009,RAJSAMAND,15
"TAMIL NADU",2009,NILGIRIS,15
"UTTAR PRADESH",2009,BALRAMPUR,15
"WEST BENGAL",2009,"SEALDAH G.R.P.",15
"A & N ISLANDS",2009,ANDAMAN,15
ASSAM,2010,MORIGAON,15
BIHAR,2010,"MUZAFFARPUR RLY.",15
"JAMMU & KASHMIR",2010,RAJOURI,15
"JAMMU & KASHMIR",2010,SRINAGAR,15
KARNATAKA,2010,UDUPI,15
KERALA,2010,IDUKKI,15
KERALA,2010,"TRIVANDRUM COMMR.",15
KERALA,2010,WAYANADU,15
"TAMIL NADU",2010,"TRICHY URBAN",15
"UTTAR PRADESH",2010,SIDHARTHNAGAR,15
"UTTAR PRADESH",2010,SONBHADRA,15
GOA,2011,"SOUTH GOA",15
"HIMACHAL PRADESH",2011,CHAMBA,15
JHARKHAND,2011,JAMTARA,15
KARNATAKA,2011,RAILWAYS,15
KERALA,2011,"ERNAKULAM RURAL",15
MAHARASHTRA,2011,"AMRAVATI COMMR.",15
MAHARASHTRA,2011,RATNAGIRI,15
NAGALAND,2011,DIMAPUR,15
ASSAM,2012,G.R.P.,15
ASSAM,2012,N.C.HILLS,15
CHHATTISGARH,2012,BALOD,15
HARYANA,2012,"AMBALA URBAN",15
HARYANA,2012,PANCHKULA,15
"HIMACHAL PRADESH",2012,MANDI,15
PUNJAB,2012,MANSA,15
RAJASTHAN,2012,"JODHPUR WEST",15
TRIPURA,2012,SOUTH,15
"WEST BENGAL",2012,"BDN CP",15
ASSAM,2001,DHEMAJI,15
GUJARAT,2001,PORBANDAR,15
GUJARAT,2001,W.RLY,15
KERALA,2001,WAYANADU,15
ODISHA,2001,JHARSUGUDA,15
PUNJAB,2001,BARNALA,15
RAJASTHAN,2001,RAJSAMAND,15
CHANDIGARH,2001,CHANDIGARH,15
CHHATTISGARH,2002,MAHASAMUND,15
"HIMACHAL PRADESH",2002,CHAMBA,15
"HIMACHAL PRADESH",2002,SHIMLA,15
"JAMMU & KASHMIR",2002,KATHUA,15
KARNATAKA,2002,GADAG,15
KARNATAKA,2002,UDUPI,15
KERALA,2002,CBCID,15
ODISHA,2002,NUAPADA,15
PUNJAB,2002,JAGRAON,15
"UTTAR PRADESH",2002,SIDHARTHNAGAR,15
UTTARAKHAND,2002,CHAMOLI,15
"JAMMU & KASHMIR",2003,GANDERBAL,15
KARNATAKA,2003,UDUPI,15
"MADHYA PRADESH",2003,SHEOPUR,15
NAGALAND,2003,DIMAPUR,15
PUNJAB,2003,MUKTSAR,15
PUNJAB,2003,"NAWAN SHAHR",15
"TAMIL NADU",2003,"SALEM URBAN",15
"UTTAR PRADESH",2003,BALRAMPUR,15
"UTTAR PRADESH",2003,SHRAWASTI,15
UTTARAKHAND,2003,ALMORA,15
UTTARAKHAND,2003,"PAURI GARHWAL",15
ASSAM,2004,KAMRUP,15
GUJARAT,2004,NARMADA,15
"JAMMU & KASHMIR",2004,GANDERBAL,15
KERALA,2004,"TRIVANDRUM COMMR.",15
"MADHYA PRADESH",2004,HARDA,15
ODISHA,2004,DEOGARH,15
ODISHA,2004,JHARSUGUDA,15
RAJASTHAN,2004,BARMER,15
"UTTAR PRADESH",2004,G.R.P.,15
BIHAR,2005,"PATNA RLY.",15
GUJARAT,2005,NARMADA,15
"HIMACHAL PRADESH",2005,SHIMLA,15
KARNATAKA,2005,"DHARWAD COMMR.",15
KERALA,2005,"ERNAKULAM COMMR.",15
MAHARASHTRA,2005,SINDHUDURG,15
NAGALAND,2005,MON,15
ODISHA,2005,DEOGARH,15
PUNJAB,2005,JAGRAON,15
RAJASTHAN,2005,JALORE,15
"TAMIL NADU",2005,SIVAGANGAI,15
"UTTAR PRADESH",2005,G.R.P.,15
ASSAM,2006,BONGAIGAON,15
GOA,2006,"SOUTH GOA",15
KERALA,2006,KASARGOD,15
MAHARASHTRA,2006,SINDHUDURG,15
MAHARASHTRA,2006,"SOLAPUR COMMR.",15
MEGHALAYA,2006,"GARO HILLS WEST",15
NAGALAND,2006,MON,15
ODISHA,2006,SONEPUR,15
RAJASTHAN,2006,"JODHPUR CITY",15
"TAMIL NADU",2006,"SALEM URBAN",15
UTTARAKHAND,2006,ALMORA,15
ASSAM,2007,BONGAIGAON,15
BIHAR,2007,"PATNA RLY.",15
GOA,2007,"NORTH GOA",15
GUJARAT,2007,NARMADA,15
"HIMACHAL PRADESH",2007,SHIMLA,15
"JAMMU & KASHMIR",2007,SRINAGAR,15
"MADHYA PRADESH",2007,DINDORI,15
UTTARAKHAND,2007,CHAMOLI,15
"A & N ISLANDS",2007,"A and N ISLANDS",15
ASSAM,2008,BONGAIGAON,15
"HIMACHAL PRADESH",2008,KULLU,15
"HIMACHAL PRADESH",2008,SHIMLA,15
"HIMACHAL PRADESH",2008,UNA,15
KERALA,2008,IDUKKI,15
KERALA,2008,"KOZHIKODE RURAL",15
CHHATTISGARH,2001,DHAMTARI,14
GOA,2001,"SOUTH GOA",14
"HIMACHAL PRADESH",2001,SHIMLA,14
"MADHYA PRADESH",2001,HARDA,14
MAHARASHTRA,2001,SINDHUDURG,14
"ARUNACHAL PRADESH",2002,LOHIT,14
BIHAR,2002,"KATIHAR RLY.",14
"JAMMU & KASHMIR",2002,UDHAMPUR,14
KARNATAKA,2002,K.G.F.,14
KARNATAKA,2002,RAILWAYS,14
PUNJAB,2002,"FATEHGARH SAHIB",14
"A & N ISLANDS",2002,ANDAMAN,14
ASSAM,2003,MORIGAON,14
CHHATTISGARH,2003,DHAMTARI,14
"HIMACHAL PRADESH",2003,KULLU,14
KERALA,2003,"KOZHIKODE COMMR.",14
"MADHYA PRADESH",2003,DINDORI,14
MAHARASHTRA,2003,SINDHUDURG,14
MANIPUR,2003,CHURACHANDPUR,14
MEGHALAYA,2003,"GARO HILLS EAST",14
MIZORAM,2003,AIZAWL,14
ODISHA,2003,BOUDH,14
ODISHA,2003,KALAHANDI,14
"TAMIL NADU",2003,THIRUVARUR,14
KERALA,2004,KASARGOD,14
"MADHYA PRADESH",2004,DINDORI,14
MEGHALAYA,2004,"KHASI HILLS WEST",14
ODISHA,2004,NOWRANGPUR,14
ODISHA,2004,ROURKELA,14
"TAMIL NADU",2004,NILGIRIS,14
"WEST BENGAL",2004,"SEALDAH G.R.P.",14
"ARUNACHAL PRADESH",2005,LOHIT,14
GUJARAT,2005,NAVSARI,14
"TAMIL NADU",2005,"THIRUNELVELI URBAN",14
"A & N ISLANDS",2005,ANDAMAN,14
CHHATTISGARH,2006,KABIRDHAM,14
GUJARAT,2006,PATAN,14
HARYANA,2006,PANCHKULA,14
"HIMACHAL PRADESH",2006,CHAMBA,14
KARNATAKA,2006,K.G.F.,14
KERALA,2006,"TRIVANDRUM COMMR.",14
MANIPUR,2006,BISHNUPUR,14
MANIPUR,2006,CHANDEL,14
NAGALAND,2006,ZUNHEBOTO,14
ODISHA,2006,GAJAPATI,14
"UTTAR PRADESH",2006,BALRAMPUR,14
CHHATTISGARH,2007,DHAMTARI,14
"HIMACHAL PRADESH",2007,MANDI,14
"HIMACHAL PRADESH",2007,UNA,14
JHARKHAND,2007,JAMTARA,14
KERALA,2007,"ERNAKULAM COMMR.",14
KERALA,2007,KANNUR,14
PUNJAB,2007,G.R.P,14
RAJASTHAN,2007,"JAIPUR EAST",14
GUJARAT,2008,PATAN,14
"JAMMU & KASHMIR",2008,KATHUA,14
MANIPUR,2008,SENAPATI,14
ODISHA,2008,"DCP CTC",14
ODISHA,2008,GAJAPATI,14
RAJASTHAN,2008,"JAIPUR NORTH",14
RAJASTHAN,2008,"JODHPUR RURAL",14
"UTTAR PRADESH",2008,G.R.P.,14
HARYANA,2009,PANCHKULA,14
KERALA,2009,KANNUR,14
"MADHYA PRADESH",2009,BURHANPUR,14
MIZORAM,2009,AIZAWL,14
RAJASTHAN,2009,"JAIPUR SOUTH",14
RAJASTHAN,2009,"SAWAI MADHOPUR",14
"UTTAR PRADESH",2009,SIDHARTHNAGAR,14
BIHAR,2010,"KATIHAR RLY.",14
"JAMMU & KASHMIR",2010,BANDIPORA,14
KARNATAKA,2010,RAILWAYS,14
KERALA,2010,MALAPPURAM,14
"MADHYA PRADESH",2010,UMARIYA,14
MAHARASHTRA,2010,SINDHUDURG,14
MANIPUR,2010,BISHNUPUR,14
RAJASTHAN,2010,RAJSAMAND,14
GUJARAT,2011,NARMADA,14
"HIMACHAL PRADESH",2011,SOLAN,14
"JAMMU & KASHMIR",2011,SOPORE,14
KARNATAKA,2011,K.G.F.,14
KERALA,2011,"KOLLAM COMMR.",14
"MADHYA PRADESH",2011,SHEOPUR,14
ODISHA,2011,DEOGARH,14
"TAMIL NADU",2011,PERAMBALUR,14
"UTTAR PRADESH",2011,SIDHARTHNAGAR,14
"A & N ISLANDS",2011,ANDAMAN,14
"D & N HAVELI",2011,"D and N HAVELI",14
KARNATAKA,2012,UDUPI,14
KERALA,2012,KASARGOD,14
KERALA,2012,"TRIVANDRUM COMMR.",14
"MADHYA PRADESH",2012,HARDA,14
MANIPUR,2012,"IMPHAL WEST",14
PUNJAB,2012,"CP JALANDHAR",14
"TAMIL NADU",2012,NILGIRIS,14
MANIPUR,2008,CHANDEL,13
MEGHALAYA,2008,"KHASI HILLS WEST",13
PUNJAB,2008,BATALA,13
RAJASTHAN,2008,"JODHPUR CITY",13
"TAMIL NADU",2008,"TRICHY URBAN",13
ASSAM,2009,BONGAIGAON,13
GUJARAT,2009,NARMADA,13
JHARKHAND,2009,JAMTARA,13
"MADHYA PRADESH",2009,NEEMUCH,13
MEGHALAYA,2009,"GARO HILLS WEST",13
"WEST BENGAL",2009,"HOWRAH G.R.P.",13
"TAMIL NADU",2010,PERAMBALUR,13
"UTTAR PRADESH",2010,ST.RAVIDASNAGAR,13
BIHAR,2011,SHEOHAR,13
CHHATTISGARH,2011,DHAMTARI,13
GUJARAT,2011,TAPI,13
"HIMACHAL PRADESH",2011,KULLU,13
"HIMACHAL PRADESH",2011,MANDI,13
KERALA,2011,MALAPPURAM,13
PUNJAB,2011,"FATEHGARH SAHIB",13
"UTTAR PRADESH",2011,MAHOBA,13
"WEST BENGAL",2011,"SEALDAH G.R.P.",13
BIHAR,2012,"KATIHAR RLY.",13
CHHATTISGARH,2012,GARIYABAND,13
HARYANA,2012,"AMBALA RURAL",13
"JAMMU & KASHMIR",2012,JAMMU,13
"JAMMU & KASHMIR",2012,SRINAGAR,13
"DELHI UT",2012,GRP(RLY),13
ASSAM,2001,G.R.P.,13
BIHAR,2001,"MUZAFFARPUR RLY.",13
CHHATTISGARH,2001,BALRAMPUR,13
"HIMACHAL PRADESH",2001,CHAMBA,13
"HIMACHAL PRADESH",2001,KULLU,13
"MADHYA PRADESH",2001,DINDORI,13
ODISHA,2001,NUAPADA,13
SIKKIM,2001,EAST,13
"UTTAR PRADESH",2001,SIDHARTHNAGAR,13
UTTARAKHAND,2001,CHAMOLI,13
"A & N ISLANDS",2001,ANDAMAN,13
"HIMACHAL PRADESH",2002,UNA,13
MANIPUR,2002,SENAPATI,13
GUJARAT,2003,NARMADA,13
"HIMACHAL PRADESH",2003,SOLAN,13
KARNATAKA,2003,RAILWAYS,13
"MADHYA PRADESH",2003,HARDA,13
"MADHYA PRADESH",2003,NEEMUCH,13
ODISHA,2003,BERHAMPUR,13
CHHATTISGARH,2004,KABIRDHAM,13
GUJARAT,2004,W.RLY,13
KERALA,2004,"ERNAKULAM COMMR.",13
"TAMIL NADU",2004,"TRICHY URBAN",13
"A & N ISLANDS",2004,ANDAMAN,13
CHHATTISGARH,2005,NARAYANPUR,13
HARYANA,2005,GRP,13
"HIMACHAL PRADESH",2005,BILASPUR,13
"JAMMU & KASHMIR",2005,GANDERBAL,13
"MADHYA PRADESH",2005,NEEMUCH,13
"MADHYA PRADESH",2005,SHEOPUR,13
PUNJAB,2005,"NAWAN SHAHR",13
GUJARAT,2006,W.RLY,13
KERALA,2006,"ERNAKULAM COMMR.",13
"MADHYA PRADESH",2006,BURHANPUR,13
MANIPUR,2006,SENAPATI,13
MEGHALAYA,2006,RI-BHOI,13
ODISHA,2006,NUAPADA,13
"JAMMU & KASHMIR",2007,AWANTIPORA,13
"JAMMU & KASHMIR",2007,POONCH,13
KERALA,2007,"TRIVANDRUM COMMR.",13
"MADHYA PRADESH",2007,UMARIYA,13
MEGHALAYA,2007,"GARO HILLS WEST",13
RAJASTHAN,2007,RAJSAMAND,13
"TAMIL NADU",2007,NILGIRIS,13
"UTTAR PRADESH",2007,ST.RAVIDASNAGAR,13
"JAMMU & KASHMIR",2008,POONCH,13
"JAMMU & KASHMIR",2008,SRINAGAR,13
JHARKHAND,2008,"DHANBAD RLY.",13
KARNATAKA,2008,K.G.F.,13
KARNATAKA,2008,RAILWAYS,13
HARYANA,2001,PANCHKULA,12
KARNATAKA,2001,RAILWAYS,12
MAHARASHTRA,2001,"MUMBAI RLY.",12
MAHARASHTRA,2001,"NAGPUR RLY.",12
MIZORAM,2001,AIZAWL,12
NAGALAND,2001,MOKOKCHUNG,12
NAGALAND,2001,WOKHA,12
PUNJAB,2001,FARIDKOT,12
"TAMIL NADU",2001,"SALEM URBAN",12
"TAMIL NADU",2001,"THIRUNELVELI URBAN",12
"ANDHRA PRADESH",2002,"SECUNDERABAD RLY.",12
GOA,2002,"SOUTH GOA",12
ODISHA,2002,BOUDH,12
ODISHA,2002,DEOGARH,12
PUNJAB,2002,FARIDKOT,12
BIHAR,2003,SHEOHAR,12
CHHATTISGARH,2003,KABIRDHAM,12
GOA,2003,"SOUTH GOA",12
KARNATAKA,2003,K.G.F.,12
KERALA,2003,KANNUR,12
ODISHA,2003,DEOGARH,12
PUNJAB,2003,FARIDKOT,12
"TAMIL NADU",2003,"THIRUNELVELI URBAN",12
"UTTAR PRADESH",2003,"AMBEDKAR NAGAR",12
"UTTAR PRADESH",2003,LALITPUR,12
"MADHYA PRADESH",2004,SHEOPUR,12
NAGALAND,2004,KOHIMA,12
PUNJAB,2004,BARNALA,12
"ANDHRA PRADESH",2005,"GUNTAKAL RLY.",12
GUJARAT,2005,W.RLY,12
HARYANA,2005,MAHENDRAGARH,12
"HIMACHAL PRADESH",2005,SIRMAUR,12
"JAMMU & KASHMIR",2005,KATHUA,12
"JAMMU & KASHMIR",2005,UDHAMPUR,12
ODISHA,2005,JHARSUGUDA,12
TRIPURA,2005,DHALAI,12
"HIMACHAL PRADESH",2006,MANDI,12
"JAMMU & KASHMIR",2006,BUDGAM,12
"MADHYA PRADESH",2006,SHEOPUR,12
MEGHALAYA,2006,"KHASI HILLS WEST",12
ODISHA,2006,ROURKELA,12
PUNJAB,2006,BARNALA,12
PUNJAB,2006,G.R.P,12
PUNJAB,2006,ROPAR,12
RAJASTHAN,2006,RAJSAMAND,12
"WEST BENGAL",2006,"SEALDAH G.R.P.",12
CHANDIGARH,2006,CHANDIGARH,12
"ANDHRA PRADESH",2007,"SECUNDERABAD RLY.",12
ASSAM,2007,CHIRANG,12
BIHAR,2007,"MUZAFFARPUR RLY.",12
"JAMMU & KASHMIR",2007,HANDWARA,12
KARNATAKA,2007,K.G.F.,12
KARNATAKA,2007,UDUPI,12
KERALA,2007,KASARGOD,12
ODISHA,2007,GAJAPATI,12
PUNJAB,2007,BARNALA,12
"UTTAR PRADESH",2007,SIDHARTHNAGAR,12
"DAMAN & DIU",2007,DAMAN,12
"JAMMU & KASHMIR",2008,KUPWARA,12
KERALA,2008,WAYANADU,12
MIZORAM,2008,AIZAWL,12
NAGALAND,2008,MON,12
ODISHA,2008,BERHAMPUR,12
"UTTAR PRADESH",2008,"SANT KABIRNAGAR",12
UTTARAKHAND,2008,ALMORA,12
ASSAM,2009,HAILAKANDI,12
"JAMMU & KASHMIR",2009,SHOPIAN,12
KARNATAKA,2009,K.G.F.,12
KARNATAKA,2009,RAILWAYS,12
KERALA,2009,"ERNAKULAM COMMR.",12
KERALA,2009,"TRIVANDRUM COMMR.",12
"MADHYA PRADESH",2009,HARDA,12
ODISHA,2009,DEOGARH,12
"TAMIL NADU",2009,PERAMBALUR,12
"TAMIL NADU",2009,"THIRUNELVELI URBAN",12
"UTTAR PRADESH",2009,SHRAWASTI,12
"JAMMU & KASHMIR",2010,POONCH,12
MANIPUR,2010,CHURACHANDPUR,12
MEGHALAYA,2010,RI-BHOI,12
ODISHA,2010,GAJAPATI,12
ODISHA,2010,NUAPADA,12
"TAMIL NADU",2010,"THIRUNELVELI URBAN",12
"WEST BENGAL",2010,"SEALDAH G.R.P.",12
"DELHI UT",2010,GRP(RLY),12
"ARUNACHAL PRADESH",2011,LOHIT,12
"JAMMU & KASHMIR",2011,SRINAGAR,12
KERALA,2011,"KOZHIKODE RURAL",12
MAHARASHTRA,2011,"MUMBAI RLY.",12
MAHARASHTRA,2011,SINDHUDURG,12
ODISHA,2011,BOUDH,12
PUNJAB,2011,PATHANKOT,12
CHHATTISGARH,2012,BEMETARA,12
CHHATTISGARH,2012,NARAYANPUR,12
HARYANA,2012,MEWAT,12
"MADHYA PRADESH",2012,UMARIYA,12
MIZORAM,2012,AIZAWL,12
ODISHA,2012,GAJAPATI,12
RAJASTHAN,2012,"JAIPUR NORTH",12
RAJASTHAN,2012,"JODHPUR EAST",12
TRIPURA,2012,KHOWAI,12
TRIPURA,2012,SIPAHIJALA,12
ODISHA,2008,NUAPADA,11
PUNJAB,2008,G.R.P,11
"ARUNACHAL PRADESH",2009,"SIANG WEST",11
GUJARAT,2009,PORBANDAR,11
"HIMACHAL PRADESH",2009,UNA,11
"JAMMU & KASHMIR",2009,RAJOURI,11
MAHARASHTRA,2009,SINDHUDURG,11
"UTTAR PRADESH",2009,"SANT KABIRNAGAR",11
GUJARAT,2010,AHWA-DANG,11
GUJARAT,2010,PATAN,11
"HIMACHAL PRADESH",2010,HAMIRPUR,11
"HIMACHAL PRADESH",2010,KULLU,11
"HIMACHAL PRADESH",2010,MANDI,11
"JAMMU & KASHMIR",2010,KATHUA,11
MAHARASHTRA,2010,"AMRAVATI COMMR.",11
MEGHALAYA,2010,"GARO HILLS EAST",11
MEGHALAYA,2010,"KHASI HILLS WEST",11
ODISHA,2010,BOUDH,11
"TAMIL NADU",2010,NILGIRIS,11
"UTTAR PRADESH",2010,LALITPUR,11
"ARUNACHAL PRADESH",2011,TIRAP,11
BIHAR,2011,"MUZAFFARPUR RLY.",11
KERALA,2011,WAYANADU,11
MEGHALAYA,2011,"GARO HILLS EAST",11
MEGHALAYA,2011,"GARO HILLS SOUTH",11
PUNJAB,2011,BARNALA,11
RAJASTHAN,2011,JAISALMER,11
"ARUNACHAL PRADESH",2012,LOHIT,11
BIHAR,2012,"MUZAFFARPUR RLY.",11
BIHAR,2012,"PATNA RLY.",11
GUJARAT,2012,TAPI,11
"MADHYA PRADESH",2012,BURHANPUR,11
MANIPUR,2012,TAMENGLONG,11
MEGHALAYA,2012,RI-BHOI,11
NAGALAND,2012,KOHIMA,11
PUNJAB,2012,PATHANKOT,11
"TAMIL NADU",2012,PERAMBALUR,11
TRIPURA,2012,NORTH,11
"ARUNACHAL PRADESH",2001,CHANGLANG,11
"ARUNACHAL PRADESH",2001,"PAPUM PARE",11
ASSAM,2001,R.P.O.,11
"HIMACHAL PRADESH",2001,SOLAN,11
JHARKHAND,2001,"DHANBAD RLY.",11
RAJASTHAN,2001,BARMER,11
"DELHI UT",2001,G.R.P.(RLY),11
"DELHI UT",2001,"NEW DELHI",11
"HIMACHAL PRADESH",2002,BILASPUR,11
NAGALAND,2002,MOKOKCHUNG,11
"WEST BENGAL",2002,ASANSOL,11
"D & N HAVELI",2002,"D and N HAVELI",11
CHHATTISGARH,2003,NARAYANPUR,11
HARYANA,2003,PANCHKULA,11
PUNJAB,2003,"FATEHGARH SAHIB",11
UTTARAKHAND,2003,BAGESHWAR,11
"WEST BENGAL",2003,"HOWRAH G.R.P.",11
"D & N HAVELI",2003,"D and N HAVELI",11
GUJARAT,2004,PORBANDAR,11
KERALA,2004,WAYANADU,11
UTTARAKHAND,2004,"TEHRI GARHWAL",11
"D & N HAVELI",2004,"D and N HAVELI",11
"ANDHRA PRADESH",2005,"SECUNDERABAD RLY.",11
ASSAM,2005,N.C.HILLS,11
BIHAR,2005,"KATIHAR RLY.",11
BIHAR,2005,SHEOHAR,11
CHHATTISGARH,2005,DHAMTARI,11
KERALA,2005,"KOZHIKODE COMMR.",11
"MADHYA PRADESH",2005,BURHANPUR,11
MEGHALAYA,2005,"GARO HILLS WEST",11
ODISHA,2005,NUAPADA,11
PUNJAB,2005,BARNALA,11
"TAMIL NADU",2005,NILGIRIS,11
UTTARAKHAND,2005,"RUDRA PRAYAG",11
UTTARAKHAND,2005,"TEHRI GARHWAL",11
"ANDHRA PRADESH",2006,"SECUNDERABAD RLY.",11
GUJARAT,2006,NARMADA,11
JHARKHAND,2006,"DHANBAD RLY.",11
NAGALAND,2006,PEREN,11
RAJASTHAN,2006,"KOTA CITY",11
"UTTAR PRADESH",2006,SHRAWASTI,11
UTTARAKHAND,2006,BAGESHWAR,11
UTTARAKHAND,2006,"TEHRI GARHWAL",11
"HIMACHAL PRADESH",2007,KULLU,11
"JAMMU & KASHMIR",2007,GANDERBAL,11
"JAMMU & KASHMIR",2007,KATHUA,11
KERALA,2007,WAYANADU,11
PUNJAB,2007,"SAS NGR",11
UTTARAKHAND,2007,"TEHRI GARHWAL",11
"ARUNACHAL PRADESH",2008,LOHIT,11
"ARUNACHAL PRADESH",2008,"PAPUM PARE",11
CHHATTISGARH,2008,KABIRDHAM,11
GUJARAT,2008,NARMADA,11
"JAMMU & KASHMIR",2008,RAMBAN,11
PUNJAB,2001,G.R.P,10
"TAMIL NADU",2001,PERAMBALUR,10
UTTARAKHAND,2001,BAGESHWAR,10
UTTARAKHAND,2001,UTTARKASHI,10
BIHAR,2002,SHEOHAR,10
MEGHALAYA,2002,"GARO HILLS EAST",10
MEGHALAYA,2002,"GARO HILLS SOUTH",10
PUNJAB,2002,BARNALA,10
"TAMIL NADU",2002,"CHENNAI RLY.",10
"ANDHRA PRADESH",2003,"SECUNDERABAD RLY.",10
"ARUNACHAL PRADESH",2003,CHANGLANG,10
"HIMACHAL PRADESH",2003,MANDI,10
"JAMMU & KASHMIR",2003,UDHAMPUR,10
KERALA,2003,"TRIVANDRUM COMMR.",10
"MADHYA PRADESH",2003,ANUPPUR,10
ODISHA,2003,NUAPADA,10
PUNJAB,2003,G.R.P,10
"UTTAR PRADESH",2003,SIDHARTHNAGAR,10
"ARUNACHAL PRADESH",2004,LOHIT,10
"ARUNACHAL PRADESH",2004,"SUBANSIRI UPPER",10
BIHAR,2004,"JAMALPUR RLY.",10
BIHAR,2004,"KATIHAR RLY.",10
"HIMACHAL PRADESH",2004,SHIMLA,10
"HIMACHAL PRADESH",2004,UNA,10
MAHARASHTRA,2004,SINDHUDURG,10
MANIPUR,2004,UKHRUL,10
MIZORAM,2004,AIZAWL,10
NAGALAND,2004,TUENSANG,10
UTTARAKHAND,2004,ALMORA,10
"WEST BENGAL",2004,"HOWRAH G.R.P.",10
"ARUNACHAL PRADESH",2005,"PAPUM PARE",10
ASSAM,2005,R.P.O.,10
GUJARAT,2005,PORBANDAR,10
"HIMACHAL PRADESH",2005,KULLU,10
"HIMACHAL PRADESH",2005,UNA,10
KERALA,2005,CBCID,10
KERALA,2005,KASARGOD,10
MANIPUR,2005,SENAPATI,10
MEGHALAYA,2005,"GARO HILLS EAST",10
NAGALAND,2005,WOKHA,10
ODISHA,2005,SONEPUR,10
UTTARAKHAND,2005,BAGESHWAR,10
"DELHI UT",2005,"NEW DELHI",10
"ARUNACHAL PRADESH",2006,"PAPUM PARE",10
BIHAR,2006,"KATIHAR RLY.",10
"HIMACHAL PRADESH",2006,HAMIRPUR,10
"HIMACHAL PRADESH",2006,SIRMAUR,10
"HIMACHAL PRADESH",2006,SOLAN,10
"JAMMU & KASHMIR",2006,UDHAMPUR,10
SIKKIM,2006,EAST,10
UTTARAKHAND,2006,PITHORAGARH,10
"HIMACHAL PRADESH",2007,SOLAN,10
"JAMMU & KASHMIR",2007,KULGAM,10
KERALA,2007,"KOZHIKODE RURAL",10
MEGHALAYA,2007,RI-BHOI,10
ODISHA,2007,BOUDH,10
PUNJAB,2007,"FATEHGARH SAHIB",10
PUNJAB,2007,JAGRAON,10
PUNJAB,2007,ROPAR,10
UTTARAKHAND,2007,BAGESHWAR,10
"D & N HAVELI",2007,"D and N HAVELI",10
"ANDHRA PRADESH",2008,"SECUNDERABAD RLY.",10
BIHAR,2008,"JAMALPUR RLY.",10
GUJARAT,2008,W.RLY,10
"HIMACHAL PRADESH",2008,CHAMBA,10
"JAMMU & KASHMIR",2008,ANANTNAG,10
"JAMMU & KASHMIR",2008,KISHTWAR,10
"JAMMU & KASHMIR",2008,UDHAMPUR,10
KERALA,2008,"TRIVANDRUM COMMR.",10
MEGHALAYA,2008,"GARO HILLS EAST",10
ODISHA,2008,BOUDH,10
"WEST BENGAL",2008,"SEALDAH G.R.P.",10
